name,address,city,state,zip,phone,clia_number,lab_type,cms_facility_type_name,test_volume,site_count
"LABCORP EARLY DEVELOPMENT LABORATORIES, INC",671 S MERIDIAN ROAD,GREENFIELD,IN,46140,3174677786,15D2225409,REFERENCE,independent,500,0
"TECHNICAL RESOURCE MANAGEMENT, LLC","5604 FORTUNE CIRCLE SOUTH, SUITE N",INDIANAPOLIS,IN,46241,9284406292,15D2226770,REFERENCE,independent,10778965,0
SOLARIS DX,8202 CLEARVISTA PARKWAY SUITE 5A,INDIANAPOLIS,IN,46256,8445500308,15D2289299,REFERENCE,independent,1188900,0
SCOPE DX LLC,"2620 KESSLER BLVD E DR, SUITE 110",INDIANAPOLIS,IN,46220,8447267339,15D2315802,REFERENCE,independent,300,0
MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,5152396915,16D0382531,REFERENCE,hospice,1040899,0
LABCORP WATERLOO,905 FRANKLIN STREET,WATERLOO,IA,50703,3198743000,16D0384932,REFERENCE,independent,15813,0
CROSS MEDICAL LABORATORIES LLP,"321 E MARKET STREET, SUITE 102",IOWA CITY,IA,52245,3193377284,16D0386471,REFERENCE,independent,900,0
SIOUXLAND DISTRICT HEALTH DEPARTMENT,1014 NEBRASKA STREET,SIOUX CITY,IA,51105,7122796119,16D0648020,REFERENCE,public_health_lab,3325,0
STATE HYGIENIC LABORATORY,UNIVERSITY OF IOWA RESEARCH PARK,CORALVILLE,IA,52241,3193354500,16D0648109,REFERENCE,public_health_lab,363084,0
POLK COUNTY HEALTH DEPARTMENT,1907 CARPENTER AVENUE,DES MOINES,IA,50314,5152863758,16D0667028,REFERENCE,public_health_lab,10380,0
STATE HYGIENIC LABORATORY,2220 SOUTH ANKENY BLVD,ANKENY,IA,50023,5157251600,16D0709302,REFERENCE,public_health_lab,756721,0
BIOLIFE PLASMA SERVICES,1220 ASSOCIATES DRIVE,DUBUQUE,IA,52002,5635833637,16D0722305,REFERENCE,other,100802,0
BIOLIFE PLASMA SERVICES LP,2490 CORRIDOR WAY,CORALVILLE,IA,52241,3193517939,16D0722440,REFERENCE,other,67000,0
BIOLIFE PLASMA SERVICES LP,5950 ROCKWELL DRIVE NE,CEDAR RAPIDS,IA,52402,3193789612,16D0901558,REFERENCE,other,145600,0
LABCORP-DAVENPORT,3400 DEXTER COURT,DAVENPORT,IA,52807,4027301971,16D0915920,REFERENCE,independent,60266,0
BIOLIFE PLASMA SERVICES LP,1618 GOLDEN ASPEN DRIVE,AMES,IA,50010,5152332556,16D0946208,REFERENCE,other,72011,0
ELEMENT MATERIALS TECHNOLOGY IOWA CITY INC,"345 BEAVER KREEK CENTRE, SUITE A",NORTH LIBERTY,IA,52317,3196653370,16D1016194,REFERENCE,independent,35000,0
"BIOLIFE PLASMA SERVICES, LP",5550 SERGEANT ROAD,SIOUX CITY,IA,51106,7122745906,16D1094097,REFERENCE,other,81490,0
BIOLIFE PLASMA SERVICES LP,802 BRANDILYNN BLVD,CEDAR FALLS,IA,50613,3192771981,16D1105044,REFERENCE,other,121000,0
"BIOLIFE PLASMA SERVICES, LP",1855 EDGEWOOD ROAD SW,CEDAR RAPIDS,IA,52404,3193903263,16D2056036,REFERENCE,other,50000,0
UPH LABORATORY SUNNYBROOK MEDICAL PLAZA,"5885 SUNNYBROOK DRIVE, SUITE E-140",SIOUX CITY,IA,51106,7122662790,16D2061430,REFERENCE,other,200008,0
"BIOLIFE PLASMA SERVICES, LP",2535 CROSSROADS BLVD,WATERLOO,IA,50702,3192322423,16D2066137,REFERENCE,other,50000,0
HEALTH RESEARCH INSTITUTE,505 DIMICK DRIVE STE 111,FAIRFIELD,IA,52556,6415526258,16D2122655,REFERENCE,independent,1500,0
"WELAND CLINICAL LABORATORIES, PC",2515 CYCLONE DRIVE STE B,WATERLOO,IA,50701,3193661503,16D2171828,REFERENCE,independent,175,0
"CARDIO DIAGNOSTICS, INC","2545 N DODGE ST, STE D",IOWA CITY,IA,52245,8552269991,16D2331364,REFERENCE,independent,1000,0
KANSAS HEALTH AND ENVIRONMENTAL LABORATORY,1115 SW HARRISON,TOPEKA,KS,66620,7852961620,17D0648254,REFERENCE,public_health_lab,309247,0
SALINE COUNTY HEALTH DEPARTMENT,125 WEST ELM,SALINA,KS,67401,7858266602,17D0648346,REFERENCE,public_health_lab,125,0
WPM PATHOLOGY LABORATORY,338 NORTH FRONT ST,SALINA,KS,67401,7858237201,17D0648347,REFERENCE,independent,36653,0
JOHNSON COUNTY DEPT OF HEALTH & ENVIRONMENT,11875 S SUNSET DRIVE-SUITE 300,OLATHE,KS,66061,9134778386,17D0667024,REFERENCE,public_health_lab,471,0
PH ENTERPRISES INC DBA MAG-LAB,"200 E CENTENNIAL DRIVE,  SUITE 10A",PITTSBURG,KS,66762,6202321900,17D0901100,REFERENCE,independent,335600,0
LABCORP KANSAS INC - MAIN LAB,2916 E CENTRAL,WICHITA,KS,67214,3162654533,17D0985294,REFERENCE,independent,2964663,0
"HEARTLAND PATHOLOGY, PA","9300 EAST 29TH ST NORTH, SUITE 208",WICHITA,KS,67226,3166365666,17D1027743,REFERENCE,independent,71877,0
"LABCORP KANSAS, INC - FOUNDER'S CIRCLE",1947 N FOUNDERS CIRCLE,WICHITA,KS,67206,3166134630,17D1041555,REFERENCE,independent,277,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,"1133 COLLEGE AVE, BLDG E, SUITE 250",MANHATTAN,KS,66502,7855395517,17D1060629,REFERENCE,independent,150442,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,15101 GLENWOOD AVENUE,OVERLAND PARK,KS,66223,9138140214,17D1069017,REFERENCE,independent,5516,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,11725 WEST 112TH STREET,OVERLAND PARK,KS,66210,9133273958,17D1069020,REFERENCE,independent,4350,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,"11164 NOBLE DRIVE, SUITE 200",OLATHE,KS,66061,9138294796,17D1069021,REFERENCE,independent,1372,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,10600 MASTIN,OVERLAND PARK,KS,66212,9138880093,17D1085173,REFERENCE,independent,24,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,"10730 NALL AVENUE, PATHOLOGY",OVERLAND PARK,KS,66211,9139019000,17D2046183,REFERENCE,independent,20,0
"HEARTLAND PATHOLOGY DIAGNOSTICS, LLC",9300 E 29TH ST N SUITE 209,WICHITA,KS,67226,3162601400,17D2093824,REFERENCE,independent,407303,0
MAWD PATHOLOGY GROUP PA,1201 CORPORATE DRIVE,PARSONS,KS,67357,9133968509,17D2147750,REFERENCE,independent,7500,0
"KC BARIATRIC, LLC",23401 PRAIRIE STAR PKWY SUITE 300,LENEXA,KS,66227,9136776319,17D2217035,REFERENCE,independent,41600,0
"MIDWEST PATHOLOGY ASSOCIATES, LLC","8005 W 110TH STREET, SUITE 200",OVERLAND PARK,KS,66210,9139483375,17D2227386,REFERENCE,independent,474,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,17050 W 96TH ST,LENEXA,KS,66219,9133591771,17D2227560,REFERENCE,independent,1056,0
WPM PATHOLOGY LABORATORY CHRTD-VALLEY CENTER,"226 W MAIN ST, SUITE 5B",VALLEY CENTER,KS,67147,7858220284,17D2273617,REFERENCE,independent,11000,0
"HMH I, LLC","4601 W 109TH ST, STE 325",OVERLAND PARK,KS,66211,2067890362,17D2278511,REFERENCE,independent,4080,0
"KC PATHOLOGY, PA","7900 COLLEGE BLVD, SUITE 129",OVERLAND PARK,KS,66210,9139409063,17D2315013,REFERENCE,independent,8000,0
LOUISVILLE METRO HEALTH DEPT LABORATORY,430 E GRAY STREET,LOUISVILLE,KY,40202,5025746540,18D0321506,REFERENCE,public_health_lab,34224,29
WESTERN KENTUCKY REGIONAL BLOOD CENTER,3015 OLD HARTFORD ROAD,OWENSBORO,KY,42303,2706849296,18D0326385,REFERENCE,blood_bank,127072,0
BAPTIST HEALTH DEACONESS MEDICAL GROUP,1010 MEDICAL CENTER DRIVE,POWDERLY,KY,42367,2703771654,18D0326452,REFERENCE,independent,179235,0
UNIVERSITY OF LOUISVILLE INFECTIOUS DISEASES,580 S PRESTON ST SUITE 102,LOUISVILLE,KY,40202,5028521152,18D0648480,REFERENCE,independent,25443,0
APPALACHIAN REGIONAL HEALTHCARE REFERENCE,103 MEDICAL CENTER DR,HAZARD,KY,41701,6064877456,18D0648509,REFERENCE,independent,243857,0
RCH MEDICAL ARTS LAB,124 DOWELL RD,RUSSELL SPRINGS,KY,42642,2708662016,18D0665671,REFERENCE,independent,20330,0
LABORATORY CORPORATION OF AMERICA,1401 HARRODSBURG ROAD B195,LEXINGTON,KY,40504,8592076976,18D0683724,REFERENCE,independent,215056,0
GRAVES GILBERT CLINIC PLLC,201 PARK ST,BOWLING GREEN,KY,42101,2707830474,18D0692926,REFERENCE,independent,3309185,2
FAMILY DERMATOLOGY,2307 GREENE WAY,LOUISVILLE,KY,40220,5024951162,18D0931856,REFERENCE,independent,20000,0
OWENSBORO MEDICAL PRACTICE LABORATORY,1200 BRECKENRIDGE STREET,OWENSBORO,KY,42303,2706911859,18D0989820,REFERENCE,independent,191397,0
CLEANSE CLINIC PSC,645 S ROY WILKINS AVE,LOUISVILLE,KY,40203,5025610943,18D2120455,REFERENCE,independent,4088,0
"ASSOCIATED PATHOLOGIST, LLC",320 WEST 18TH STREET,HOPKINSVILLE,KY,42240,6155629582,18D2130538,REFERENCE,independent,10720,0
"HC SYSTEMS, LLC D/B/A COASTAL BIOTECH","2520 REGENCY ROAD, SUITE 130",LEXINGTON,KY,40503,8593178009,18D2169907,REFERENCE,independent,250000,0
"ADIS DIAGNOSTICS, LLC",90 COMMERCE DR,LANCASTER,KY,40444,8597921431,18D2176709,REFERENCE,independent,5700,0
"DBC PATH, LLC",2305 THE WOODS LANE,LEXINGTON,KY,40502,8594942008,18D2211096,REFERENCE,independent,1000,0
THR PEDIATRICS & WELLNESS CENTER,"7098 DISTRIBUTION DRIVE, SUITE A",LOUISVILLE,KY,40258,5025008955,18D2227310,REFERENCE,independent,1500,0
CARDINAL LABS,2211 GREENE WAY,LOUISVILLE,KY,40220,5022064599,18D2289947,REFERENCE,independent,35000,0
"RG DIAGNOSTICS, LLC",1550 HWY 15 S STE 180,JACKSON,KY,41339,6062726185,18D2304762,REFERENCE,independent,90000,0
"INFORM DIAGNOSTICS, INC",1604 OSAGE CIRCLE,ANCHORAGE,KY,40223,6782082162,18D2305199,REFERENCE,independent,30295,0
LOUISIANA OFFICE OF PUBLIC HEALTH LABORATORY,1209 LEESVILLE AVE,BATON ROUGE,LA,70802,2252195200,19D0663536,REFERENCE,public_health_lab,1508262,0
"DELTA PATHOLOGY GROUP, LLC - NORTHEAST",503 MCMILLAN RD,WEST MONROE,LA,71291,3186990231,19D0966840,REFERENCE,independent,202,0
DELTA PATHOLOGY GROUP LLC  LAFAYETTE  LOURDES,4801 AMBASSADOR CAFFERY PKWY,LAFAYETTE,LA,70508,3374704641,19D2010173,REFERENCE,independent,120,0
"DELTA PATHOLOGY GROUP, LLC - WOMEN'S & CHILDREN'S",4600 AMBASSADOR CAFFREY,LAFAYETTE,LA,70508,3374705010,19D2014889,REFERENCE,independent,14,0
"PATHOLOGY LABORATORY, INC, THE",2810 AMBASSADOR CAFFERY PKWAY,LAFAYETTE,LA,70506,3372331899,19D2018531,REFERENCE,independent,1366,0
DELTA PATHOLOGY GROUP-WEST JEFFERSON MEDICAL CNTR,1101 MEDICAL CENTER BOULEVARD,MARRERO,LA,70072,5047296179,19D2036128,REFERENCE,independent,126,0
"SKINPATH DIAGNOSTICS, LLC",951 HWY 654,MATHEWS,LA,70375,9854465888,19D2061541,REFERENCE,independent,10,0
BATON ROUGE CLINIC CENTRAL LAB,920 OLIVER ROAD SUITE C,MONROE,LA,71201,3188127050,19D2093805,REFERENCE,independent,439000,0
"DELTA PATHOLOGY GROUP, LLC AT TOURO INFIRMARY",1401 FOUCHER ST,NEW ORLEANS,LA,70115,5048978524,19D2135612,REFERENCE,independent,123,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,10600 INDUSTRIAL DR,MINDEN,LA,71055,3182683170,19D2170631,REFERENCE,independent,32100,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,"4278 UNIVERSITY PARKWAY, SUITE 4",NATCHITOCHES,LA,71457,3185814003,19D2170632,REFERENCE,independent,25800,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,"850 OLIVE ST, STE A",SHREVEPORT,LA,71104,3185625136,19D2170633,REFERENCE,independent,12850,0
QUEST DIAGNOSTICS MARY BIRD PERKINS CANCER CENTER,"1203 S TYLER STREET, SUITE #110",COVINGTON,LA,70433,2405050970,19D2226722,REFERENCE,other,391038,0
RESOLVE MOLECULAR DIAGNOSTICS LLC,"2920 KINGMAN STREET, SUITE 120",METAIRIE,LA,70006,5048226063,19D2237355,REFERENCE,independent,9500,0
"DELTA PATHOLOGY GROUP, LLC NLMC",401 E VAUGHN AVE,RUSTON,LA,71270,3182542436,19D2255229,REFERENCE,independent,10,0
"ADMA BIOCENTERS GEORGIA, INC",2718 W THOMAS ST,HAMMOND,LA,70401,9857185053,19D2259195,REFERENCE,other,53000,0
"PATHOLOGY LABORATORY, LLC -- ALEXANDRIA, THE",3330 MASONIC DRIVE,ALEXANDRIA,LA,71301,3372331899,19D2294114,REFERENCE,independent,24079,0
ORION LABORATORIES,"5131 O'DONOVAN DRIVE, SUITE 100",BATON ROUGE,LA,70808,2259236070,19D2296523,REFERENCE,independent,64160,0
"DELTA PATHOLOGY GROUP, LLC - WK PIERREMONT",8001 YOUREE DR,SHREVEPORT,LA,71115,3182123000,19D2312521,REFERENCE,independent,398,0
"DELTA PATHOLOGY GROUP, LLC-WK BOSSIER","2400 HOSPITAL DR, SUITE DPG",BOSSIER CITY,LA,71111,3182123000,19D2312646,REFERENCE,independent,313,0
"DELTA PATHOLOGY GROUP, LLC-WK SOUTH","2510 BERT KOUNS INDUSTRIAL LOOP, SUITE DPG",SHREVEPORT,LA,71118,3182125000,19D2312648,REFERENCE,independent,75,0
DELTA PATHOLOGY GROUP LLC - WK NORTH,2600 GREENWOOD ST,SHREVEPORT,LA,71103,3182124000,19D2312834,REFERENCE,independent,196,0
"DELTA PATHOLOGY GROUP LLC, ASC",16282 HWY 1085,COVINGTON,LA,70433,9858984111,19D2313029,REFERENCE,independent,40,0
OCHSNER LSU HEALTH SHREVEPORT REGIONAL UROLOGY PPM,255 W BERT KOUNS INDUSTRIAL LOOP,SHREVEPORT,LA,71106,3186261223,19D2319048,REFERENCE,ambulatory_surgery_center,0,3
LAKE CRESCENT HEALTH LLC,"301 NORTH MAIN STREET, SUITE 2200",BATON ROUGE,LA,70801,2252969376,19D2330525,REFERENCE,mobile_lab,0,2
MAINE HEALTH & ENVIRONMENTAL TESTING LAB,"47 INDEPENDENCE DRIVE, 12 STATE HOUSE STATION",AUGUSTA,ME,04333,2072872727,20D0649525,REFERENCE,public_health_lab,68600,0
QUEST DIAGNOSTICS LLC,1 CUMBERLAND PL,BANGOR,ME,04401,2074477648,20D2277679,REFERENCE,independent,7400,0
PATHOLOGY ASSOCIATES LABORATORIES PC,5601 LOCH RAVEN BLVD POB STE 102,BALTIMORE,MD,21239,4434444178,21D0219659,REFERENCE,independent,22033,0
MD DEPT OF HEALTH,1770 ASHLAND AVE,BALTIMORE,MD,21205,4436813800,21D0649758,REFERENCE,public_health_lab,9159940,0
ORAL PATHOLOGY CONSULTANTS,650 WEST BALTIMORE STREET 7 NORTH,BALTIMORE,MD,21201,4107067937,21D0649765,REFERENCE,independent,3000,0
BALTIMORE CITY HEALTH DEPT EASTERN SEXUAL HLTH CLI,1200 EAST FAYETTE STREET,BALTIMORE,MD,21202,4103967894,21D0710717,REFERENCE,public_health_lab,1200,0
ORAL PATHOLOGY SERVICES,610 PROFESSIONAL DRIVE SUITE 215,GAITHERSBURG,MD,20879,3018698666,21D0941021,REFERENCE,independent,1600,0
CLIA MOLECULAR DIAGNOSTICS LABORATORY,8560 PROGRESS DRIVE ATRF RM C3023,FREDERICK,MD,21701,2047607171,21D0947274,REFERENCE,independent,9031,0
LABORATORY OF PARASITIC DISEASES,BLDG10 ROOM 11S-215 MEMORIAL DRIVE,BETHESDA,MD,20814,3014965399,21D0957207,REFERENCE,independent,650,0
LABORATORY CORPORATION OF AMERICA,701 DIGITAL DRIVE SUITE L-R,LINTHICUM,MD,21090,4106091316,21D0981877,REFERENCE,independent,323806,0
PRINCE GEORGE'S CO HEALTH DEPARTMENT STD STAT LAB,3003 HOSPITAL DR STE 2022,CHEVERLY,MD,20785,3015833190,21D1085624,REFERENCE,public_health_lab,0,13
GEORGETOWN DERMPATH,723 GOLDSBOROUGH STREET,EASTON,MD,21601,2027638588,21D1093911,REFERENCE,independent,4800,0
CAPITOL DERMATOPATHOLOGY LLC,7901 CARTERET ROAD,BETHESDA,MD,20817,2028180968,21D1099518,REFERENCE,independent,9000,0
JOHNS HOPKINS BIOLOGICAL REPOSITORY,"615 N WOLFE ST, RM W6620",BALTIMORE,MD,21205,4109553003,21D2004577,REFERENCE,public_health_lab,400,0
SMITHERS PHARMACEUTICAL DEVELOPMENT  SERVICES,"11 FIRSTFIELD ROAD, SUITE C",GAITHERSBURG,MD,20878,2403646360,21D2074024,REFERENCE,independent,100,0
CAPITAL DIAGNOSTICS,"14201 PARK CENTER DRIVE STE 403, 405 & 407",LAUREL,MD,20707,7034245604,21D2076584,REFERENCE,independent,21000,0
MOLECULAR CHARACTERIZATION LABORATORY,459 MILLER DR,FREDERICK,MD,21702,3018467689,21D2097127,REFERENCE,independent,500,0
"CHESAPEAKE TOXICOLOGY RESOURCES, LLC","8415 PROGRESS DRIVE, SUITE V",FREDERICK,MD,21701,2403977060,21D2105193,REFERENCE,independent,262500,0
"NEURODIAGNOSTICS, INC, DBA SYNAPS DX",12441 PARKLAWN DRIVE SUITE 2A,ROCKVILLE,MD,20852,3012947026,21D2130277,REFERENCE,independent,1250,0
LAB RX LLC,"92 THOMAS JOHNSON DR, SUITE 250",FREDERICK,MD,21702,2408155449,21D2138383,REFERENCE,independent,250000,0
PHI LIFE SCIENCES,"4701 MELBOURNE PLACE, SUITE A2",COLLEGE PARK,MD,20740,3309040211,21D2158103,REFERENCE,independent,1000,0
"CSL PLASMA, INC",3302 WALTERS LANE,DISTRICT HEIGHTS,MD,20747,2403043899,21D2159794,REFERENCE,other,51491,0
NEW DISCOVERY LABORATORIES,"701 E PRATT STREET, 5005",BALTIMORE,MD,21202,4436870662,21D2196263,REFERENCE,independent,500,0
MINOMIC INC,"15810 GAITHER DRIVE, SUITE 235, ROOM 205",GAITHERSBURG,MD,20877,2404536339,21D2255627,REFERENCE,independent,3000,0
"HAYSTACK ONCOLOGY, INC",101 WEST DICKMAN STREET SUITE 120,BALTIMORE,MD,21230,4102971000,21D2278691,REFERENCE,independent,200,0
OXFORD BIODYNAMICS INC,7495 NEW HORIZON WAY #110,FREDERICK,MD,21703,8882368896,21D2284653,REFERENCE,independent,1000,0
PATH READS LLC,3600 QUAKER MILL CT,ELLICOTT CITY,MD,21043,9125926244,21D2310132,REFERENCE,independent,5000,0
DRUID FAMILY PLANNING CLINIC,1501 W SARATOGA STREET,BALTIMORE,MD,21223,4103961834,21D2332152,REFERENCE,public_health_lab,0,4
MGB PATHOLOGY - PMA LAB,ONE PARKWAY  3RD FL,HAVERHILL,MA,01830,9785213203,22D0071593,REFERENCE,independent,1388814,0
SKIN PATHOLOGY LABORATORY INC,609 ALBANY STREET,BOSTON,MA,02118,6173589750,22D0075241,REFERENCE,independent,12279,0
ALLETESS MEDICAL LABORATORY,14 HOWARD ST,ROCKLAND,MA,02370,7818714426,22D0080258,REFERENCE,independent,4649198,0
MASSACHUSETTS DEPARTMENT OF PUBLIC HEALTH,305 SOUTH ST,JAMAICA PLAIN,MA,02130,6179836201,22D0650270,REFERENCE,public_health_lab,243607,0
"ADULT & PEDIATRIC DERMATOLOGY, PC","133 LITTLETON ROAD, STE 310",WESTFORD,MA,01886,9786103633,22D0687234,REFERENCE,independent,105538,0
NEW ENGLAND NEWBORN SCREENING PROGRAM,377 PLANTATION ST,WORCESTER,MA,01605,7744554600,22D0935548,REFERENCE,other,5474388,0
QUEST DIAGNOSTICS MASSACHUSETTS LLC,366 SHREWSBURY ST,WORCESTER,MA,01604,5087551233,22D1034604,REFERENCE,independent,232759,0
"IMGEN DIAGNOSTICS, INC",129 MORGAN DRIVE,NORWOOD,MA,02062,7817026940,22D1040440,REFERENCE,independent,5257,0
"DERMPATH NEW ENGLAND, LLC","20 WALNUT STREET, SUITE 301",WELLESLEY HILLS,MA,02481,6172547284,22D1049111,REFERENCE,independent,71658,0
DERMATOPATHOLOGY CONSULTATIONS LLC,41 MALL RD BLDG 31,BURLINGTON,MA,01805,6175491168,22D1049112,REFERENCE,independent,3925,0
CLEANSLATE CENTERS,59 BOBALA RD,HOLYOKE,MA,01040,4132652605,22D1105941,REFERENCE,independent,6336153,0
MERSI IMMUNOPATHOLOGY LABORATORY,1440 MAIN ST,WALTHAM,MA,02451,7818916377,22D2017227,REFERENCE,independent,1050,0
CLS DIAGNOSTICS,750 UNION STREET,FRANKLIN,MA,02038,5085203978,22D2048596,REFERENCE,independent,347921,0
QUEST DIAGNOSTICS MASSACHUSETTS LLC,"5 NEPONSET STREET, SUITE 1581",WORCESTER,MA,01606,5084255998,22D2059744,REFERENCE,independent,77662,0
SBH DIAGNOSTICS INC,4 STRATHMORE RD,NATICK,MA,01760,6176808095,22D2060724,REFERENCE,independent,70,0
LABCORP AT ST VINCENT CANCER & WELLNESS,ONE EATON PLACE       SUITE 301,WORCESTER,MA,01608,5083636184,22D2061396,REFERENCE,independent,57288,0
BEACON PATHOLOGY LLC,35 BROOKFIELD ROAD,DOVER,MA,02030,6173145976,22D2063384,REFERENCE,independent,510,0
EPIGENDX INC,96 SOUTH STREET,HOPKINTON,MA,01748,5084979400,22D2079826,REFERENCE,independent,117,0
"QUANTUM PATHOLOGY, LLC",303 BEAR HILL RD,WALTHAM,MA,02451,7813731689,22D2081781,REFERENCE,independent,164740,0
NEW AMSTERDAM GENOMICS CAMBRIDGE LAB,45 PROSPECT ST FLOOR 5,CAMBRIDGE,MA,02139,3479019362,22D2084314,REFERENCE,independent,730,0
"EAST SIDE CLINICAL LABORATORY, INC",279 STETSON STREET,FALL RIVER,MA,02720,4014558428,22D2084765,REFERENCE,independent,48,0
ADULT & PEDIATRIC DERMATOLOGY PC,181 EVERETT STREET,CONCORD,MA,01742,9783717010,22D2084929,REFERENCE,independent,47266,0
"MICROBIOLOGY DX, INC",19A CROSBY DR,BEDFORD,MA,01730,7812764956,22D2089996,REFERENCE,independent,44245,0
KBMO DIAGNOSTICS,4 BUSINESS WAY,HOPEDALE,MA,01747,6179338130,22D2095272,REFERENCE,independent,2210888,0
PRECISION TOXICOLOGY LLC DBA PRECISION DIAGNOSTICS,"49 STATE ROAD,NAUSET BLDG, SUITE 103",DARTMOUTH,MA,02747,8006356901,22D2133197,REFERENCE,independent,1416411,0
QUEST DIAGNOSTICS MASSACHUSETTS LLC,1 PEARL STREET,BROCKTON,MA,02301,5085888555,22D2142457,REFERENCE,independent,415332,0
KUCHNIR DERMATOLOGY & DERMATOLOGIC SURGERY,11 APEX DR,MARLBOROUGH,MA,01752,5084857779,22D2149497,REFERENCE,independent,337,0
CGT GLOBAL,"1230 SOLDIERS FIELD RD, SUITE 2",BOSTON,MA,02135,5303033822,22D2159614,REFERENCE,independent,2280,0
ETHOS LABORATORIES,"17 BRIDEN STREET, L222",WORCESTER,MA,01605,5138894423,22D2216336,REFERENCE,independent,210482,0
"BIOLIFE PLASMA SERVICES, LP",640 FELLSWAY,MEDFORD,MA,02155,7812199476,22D2253325,REFERENCE,other,77523,0
MGB HOME HOSPITAL,"1575 CAMBRIDGE STREET, ANNEX 3 AM01",CAMBRIDGE,MA,02138,8173042350,22D2253860,REFERENCE,other,29464,7
PROGENE DX LLC,"19A CROSBY DRIVE, SUITE 205",BEDFORD,MA,01730,7812764956,22D2259522,REFERENCE,independent,99900,0
CANVENTA NORTHEAST,"800 SOUTH MAIN STREET, SUITE 302",MANSFIELD,MA,02048,7744301017,22D2263016,REFERENCE,independent,9000,0
"NEW ENGLAND LIFEFLIGHT, INC",150 HANSCOM DRIVE,BEDFORD,MA,01730,7818632213,22D2273556,REFERENCE,ambulance,7236,2
"BIOLIFE PLASMA SERVICES, LP","287 WASHINGTON STREET, SUITE 5",ATTLEBORO,MA,02703,5087612902,22D2274949,REFERENCE,other,55279,0
GENOMICS INC,"100 CUMMINGS CENTER, SUITE 323-A",BEVERLY,MA,01915,5089888040,22D2290518,REFERENCE,independent,8000,0
PREDICTA BIOSCIENCES,750 MAIN STREET,CAMBRIDGE,MA,02139,7816913159,22D2314039,REFERENCE,independent,1200,0
"COHEN DERMATOPATHOLOGY, PC DBA INFORM DIAGNOSTICS",37 DAVIS ROAD,CARLISLE,MA,01741,6172857269,22D2316555,REFERENCE,independent,16439,0
SAGINAW COUNTY HEALTH DEPARTMENT,1600 N MICHIGAN AVENUE,SAGINAW,MI,48602,9897583825,23D0374190,REFERENCE,public_health_lab,1500,0
QUEST DIAGNOSTICS FLINT RRL,4100 PIER NORTH BLVD SUITE D,FLINT,MI,48504,8102301710,23D0664147,REFERENCE,independent,614501,0
"CSL PLASMA, INC",5015 S CEDAR STREET SUITE 150,LANSING,MI,48910,5173940016,23D0672133,REFERENCE,other,95707,0
"CANCER AND HEMATOLOGY CENTERS, THE",18223 E 10 MILE ROAD,ROSEVILLE,MI,48066,5867785880,23D0675313,REFERENCE,independent,25300,0
BIOLIFE PLASMA SERVICES,540 CENTER DR NW,WALKER,MI,49544,6166474672,23D0676909,REFERENCE,other,118405,0
BIOLIFE PLASMA SERVICES L P,2670 EAST PARIS AVENUE SE,GRAND RAPIDS,MI,49546,6162857900,23D0689983,REFERENCE,other,89258,0
WSU INFECTIOUS DISEASE LABORATORY,275 E HANCOCK STREET ROOM 039,DETROIT,MI,48201,3135777860,23D0701648,REFERENCE,independent,885,0
SAGINAW COUNTY HEALTH DEPARTMENT,"1600 N MICHIGAN AVENUE, ROOM 309",SAGINAW,MI,48602,9897583825,23D0876614,REFERENCE,public_health_lab,3296,3
"CANCER AND HEMATOLOGY CENTERS, THE",12460 RILEY STREET,HOLLAND,MI,49424,6163996500,23D0929489,REFERENCE,independent,143650,0
"CANCER AND HEMATOLOGY CENTERS, THE",1550 WATERTOWER PLACE SUITE 500,EAST LANSING,MI,48823,5173336060,23D0973254,REFERENCE,independent,92825,0
BIOLIFE PLASMA SERVICES L P,4279 E BLUEGRASS ROAD,MOUNT PLEASANT,MI,48858,9897731500,23D1019377,REFERENCE,other,96676,0
FORENSIC FLUIDS LABORATORIES INC,225 PARSONS STREET,KALAMAZOO,MI,49007,2694927700,23D1045429,REFERENCE,other,330000,0
WESTERN SLOPE LABORATORY,1197 ROCHESTER ROAD SUITE K,TROY,MI,48083,2483071168,23D1047507,REFERENCE,independent,10000,0
"CANCER AND HEMATOLOGY CENTERS, THE",6425 S HARVEY ST,NORTON SHORES,MI,49444,2317373469,23D1081376,REFERENCE,independent,289250,0
CSL PLASMA INC,21921 GREENFIELD ROAD,SOUTHFIELD,MI,48075,2485521191,23D2002432,REFERENCE,other,103942,0
GREAT LAKES MEDICAL LABORATORIES INC,13530 MICHIGAN AVENUE SUITE 248,DEARBORN,MI,48126,3134364372,23D2028847,REFERENCE,independent,1011,0
QUEST DIAGNOSTICS - CADILLAC,520 COBBS STREET,CADILLAC,MI,49601,2319422911,23D2033441,REFERENCE,independent,175718,0
