name,city,state,zip,clia,domain,error
LABORATORIO CLINICO ALTURAS,VEGA BAJA,PR,00693,40D0705371,superpagespr.com,
LABORATORIO CLINICO Y BACTERIOLOGICO,CIDRA,PR,00739,40D0708759,labgenesispr.com,
QUEST DIAGNOSTICS LABORATORIO DE ANALISIS CLINICO,FAJARDO,PR,00738,40D0710413,questdiagnostics.com,
LABORATORIO CLINICO SANTANA,GUANICA,PR,00653,40D0705731,labsantana.com.siteindices.com,
LAB CLIN NANCY MARIA,MOROVIS,PR,00687,40D0708501,misresultados.com,
LABORATORIO CLINICO PLAZA CENTRO,CAGUAS,PR,00725,40D0708034,laboratorioclinicoplazacentro.com,
LABORATORIO CLINICO LING INC,ARECIBO,PR,00612,40D0707568,arecibo.pr,
LABORATORIO CLINICO CHEGAR,RIO GRANDE,PR,00745,40D0697955,puertoricocercademi.com,
LABORATORIO CLINICO SAN RAFAEL,QUEBRADILLAS,PR,00678,40D0708758,laboratoriosanrafaelpr.com,
LABORATORIO CLINICO Y BACTERIOLOGICO  NAZARRY,LAJAS,PR,00667,40D0706371,pri.soopage.com,
LABORATORIO CLINICO CALEB,SAN JUAN,PR,00915,40D0709713,opendi.com.pr,
LABORATORIO CLINICO COLON,AGUADA,PR,00602,40D0710232,laboratorioscolon.com,
LABORATORIO CLINICO FAMILIAR INC,RIO PIEDRAS,PR,00921,40D0704459,es.puertoricoindex.com,
LABORATORIO CLINICO MANATI II,MANATI,PR,00674,40D0704460,vitadox.com,
LAB CLINICO BORINQUEN-HATO REY,HATO REY,PR,00918,40D0710141,labhatorey.com,
LABORATORIO CLINICO AYMAT,CATANO,PR,00962,40D0710502,vitadox.com,
LABORATORIO CLINICO QUEST DIAGNOSTICS,PONCE,PR,00716,40D0710604,questdiagnostics.com,
LABORATORIO CLINICO Y BACTERIOLOGICO SAN ANTONIO,AGUADILLA,PR,00605,40D0711458,labsanantonio.com,
LABORATORIO CLINICO UNIVERSITARIO,BAYAMON,PR,00959,40D0717803,pr.eldirectorio.co,
LABORATORIO CLINICO PUNTA LAS MARIAS,SANTURCE,PR,00913,40D0715749,opendi.com.pr,
LABORATORIO CLINICO CARIBE,RINCON,PR,00677,40D0710605,laboratorioclinicorincon.com,
LABORATORIO CLINICO AILI,ADJUNTAS,PR,00601,40D0721538,laboratoriospr.com,
LABORATORIO CLINICO JARISELLE II,BAYAMON,PR,00956,40D0722146,laboratoriojariselle.com,
LABORATORIO DOCTOR CENTER 5,SAN JUAN,PR,00925,40D0857797,doctorcenterlab.com,
LABORATORIO CLINICO BELLA VISTA,BAYAMON,PR,00957,40D0723689,puertoricoindex.com,
LABORATORIO CLINICO Y BACTERIOLOGICO ORIENTAL,HUMACAO,PR,00791,40D0857190,labclinicooriental.com,
LABORATORIO CLINICO BORINQUEN - HUMACAO,HUMACAO,PR,00791,40D0712934,laboratoriosborinquen.com,
LABORATORIO CLINICO VILLA ANA  AGUAS BUENAS,AGUAS BUENAS,PR,00703,40D0858776,laboratoriovillaana.com,
LABORATORIO CLINICO IRIZARRY GUASCH,LAJAS,PR,00667,40D0859665,milaboratoriopr.com,
LABORATORIO CLINICO MIGRANT SAN GERMAN,SAN GERMAN,PR,00683,40D0856733,newbizbot.ai,
LABORATORIO CLINICO PLAZA,YAUCO,PR,00698,40D0717342,puertoricoindex.com,
LBS MEDICAL SERVICE CORP,RIO GRANDE,PR,00745,40D0715747,laboratoriospr.com,
LABORATORIO JARDINES DE YABUCOA,YABUCOA,PR,00767,40D0861099,labjardines.com,
LABORATORIO CLINICO TERESITA III,VEGA ALTA,PR,00692,40D0870187,laboratorioteresita.com,
LABORATORIO CLINICO VILLA CAROLINA IX,CAROLINA,PR,00985,40D0863100,laboratoriospr.com,
LABORATORIO CLINICO VILLA BLANCA,CAGUAS,PR,00726,40D0863294,premiummscpr.com,
LABORATORIO CLINICO RAMEY,AGUADILLA,PR,00603,40D0863596,misresultados.com,
LABORATORIO CLINICO NAZARRY II,SAN GERMAN,PR,00683,40D0862653,puertoricocercademi.com,
CLINICO BACTERIOLOGICO LA CURVA,ISABELA,PR,00662,40D0874269,es.puertoricoindex.com,
LABORATORIO CLINICO TORRES,LARES,PR,00669,40D0882124,saludmedica.com,
LABORATORIO CLINICO BORINQUEN  - SANTA ROSA,BAYAMON,PR,00959,40D0877503,laboratoriosborinquen.com,
LABORATORIO CLINICO IRIZARRY GUASCH,SAN GERMAN,PR,00683,40D0929839,milaboratoriopr.com,
LABORATORIO CLINICO ROYAL,BAYAMON,PR,00956,40D0889010,puertoricoindex.com,
LABORATORIO CLINICO HOYAMALA,SAN SEBASTIAN,PR,00685,40D0886279,puertoricocercademi.com,
LABORATORIO CLINICO GARNIER,BAYAMON,PR,00958,40D0872956,saludmedica.com,
LABORATORIO CLINICO AQUARIUM,TOA ALTA,PR,00954,40D0933356,,
LABORATORIO CLINICO LA PROVIDENCIA,PONCE,PR,00728,40D0909061,laprovidencialab.com,
LAB CLINICO PUNTA SANTIAGO,HUMACAO,PR,00791,40D0883986,puertoricoindex.com,
LABORATORIO CLINICO GENESIS,SAN GERMAN,PR,00683,40D0907873,labclinicogenesispr.com,
"LAB ALEJANDRINO, INC, CORPORATION",SAN JUAN,PR,00927,40D0907839,labclinicoalejandrino.com,
LABORATORIO CLINICO JARDINES DE LOIZA,LOIZA,PR,00772,40D0922548,laboratorioclinicojardinespr.com,
LABORATORIO CLINICO PLAZA GUAYAMA,GUAYAMA,PR,00784,40D0912387,laboratorioguayama.com,
LABORATORIO CLINICO CEDROS,CAROLINA,PR,00985,40D0940140,opendi.com.pr,
LABORATORIO CLINICO Y BACTERIOLOGICO OMARYS,CAMUY,PR,00627,40D0945806,laboratorioomarys.com,
LABORATORIO CLINICO L & S,ARECIBO,PR,00612,40D0948871,,
LABORATORIO CLINICO MONTELLANO,CAYEY,PR,00737,40D0945814,laboratoriomontellano.com,
LABORATORIO SAN FRANCISCO DE ASIS LLC,AGUADA,PR,00602,40D0941466,misresultados.com,
LABORATORIO CLINICO IRIZARRY GUASCH,SANTA ISABEL,PR,00757,40D0946690,milaboratoriopr.com,
LABORATORIO CLINICO LOS ANGELES,CAROLINA,PR,00979,40D0909018,laboratoriolosangelespr.com,
LABORATORIO CLINICO BAYAMON OESTE,BAYAMON,PR,00959,40D0950922,laboratoriobayamon.com,
LABORATORIO CLINICO VILLA ANA HUMACAO II,HUMACAO,PR,00791,40D0952483,laboratoriovillaana.com,
LABORATORIO CLINICO LA MONSERRATE,HORMIGUEROS,PR,00660,40D0951330,laboratoriolamonserratepr.com,
LABORATORIO TERESITA,VEGA BAJA,PR,00693,40D0934985,laboratorioteresita.com,
LABORATORIO CLINICO LOS LLANOS,COAMO,PR,00769,40D0953949,labclcoamo.com,
LABORATORIO CLINICO LOS COLOBOS,CAROLINA,PR,00985,40D0955970,lccpr.com,
LABORATORIO CLINICO MILLENNIUM,HUMACAO,PR,00791,40D0955221,laboratoriospr.com,
LABORATORIO CLINICO VILLA ANA LAS 400'S,CAROLINA,PR,00987,40D0956171,laboratoriovillaana.com,
LABORATORIO CLINICO VITAL CARE,ARECIBO,PR,00612,40D0958774,misresultados.com,
LABORATORIO AVANZADO EMMANUEL,DORADO,PR,00646,40D0965124,labemmanuel.com,
LABORATORIO CLINICO CEIBENO,CEIBA,PR,00735,40D0970455,labceibeno.com,
LABORATORIO CLINICO HATO ARRIBA,SAN SEBASTIAN,PR,00685,40D0974964,opendi.com.pr,
LABORATORIO CLINICO LA 100,CABO ROJO,PR,00623,40D0966512,laboratoriola100.com,
LABORATORIO CLINICO POMALES,SALINAS,PR,00751,40D0973194,superpagespr.com,
LABORATORIO CLINICO VISALMARY,ARECIBO,PR,00612,40D0969568,premiummscpr.com,
LABORATORIO CLINICO ROYAL GARDENS,BAYAMON,PR,00957,40D0972372,puertoricoindex.com,
LAB CLINICO Y BACT TIERRA SANTA,VILLALBA,PR,00766,40D0975943,prcorp.org,
LABORATORIO CLINICO OBYMAR,MOCA,PR,00676,40D0977871,labobymar.com,
LABORATORIO CLINICO GUAYANES,PENUELAS,PR,00624,40D0976691,misresultados.com,
LAB CLINICO SUNNY HILLS INC,BAYAMON,PR,00956,40D0974756,labclinicosunnyhills.com,
LABORATORIO CLINICO CANTERA,MANATI,PR,00674,40D0980866,laboratorioclinicocanterapr.com,
LABORATORIO CLINICO IRIZARRY GUASCH,CAYEY,PR,00736,40D0979435,milaboratoriopr.com,
LABORATORIO CLINICO ALMACIGO,YAUCO,PR,00698,40D0984957,puertoricoindex.com,
MAS CLINICAL LABS,CABO ROJO,PR,00623,40D0997912,masclinicallabs.com,
LABORATORIO CLINICO BORINQUEN-AVENIDA MUNOZ MARIN,CAGUAS,PR,00725,40D0982045,laboratoriosborinquen.com,
LABORATORIO CLINICO LOS ROBLES,ANASCO,PR,00610,40D0946183,pri.bizdirlib.com,
LABORATORIO CLINICO SHALOM,QUEBRADILLAS,PR,00678,40D1020316,policlinicafamiliarshalom.com,
LABORATORIO CLINICO Y BACTERIOLOGICO SUSUA,YAUCO,PR,00698,40D1002420,premiummscpr.com,
"CDT-POLICLINICA DR SALVADOR RIBOT RUIZ, INC",CAROLINA,PR,00986,40D1004996,npino.org,
LABORATORIO CLINICO PLAZA OASIS,SANTA ISABEL,PR,00757,40D1003142,labcliniplazaoasis.com,
LAB CLINICO Y  BACTERIOLOGICO DE CIALES INC,CIALES,PR,00638,40D1001273,vitadox.com,
LABORATORIO CLINICO PASEOS,SAN JUAN,PR,00926,40D1006749,laboratoriopaseos.com,
LABORATORIO CLINICO SAN VICENTE,VEGA BAJA,PR,00694,40D1012245,pr.near-place.com,
"LABORATORIO CLINICO Y  BACTERIOLOGICO GENESIS, INC",GUAYAMA,PR,00784,40D1016877,laboratoriogenesis.com,
LABORATORIO CLINICO SANTA ANA,BAYAMON,PR,00959,40D1022655,labsantaana.com,
LABORATORIO CLINICO TOLEDO,ARECIBO,PR,00612,40D1009496,laboratoriotoledo.com,
LABORATORIO CLINICO EMANUEL,VEGA BAJA,PR,00693,40D1020737,laboratorioemanuel.com,
LABORATORIO CLINICO BORINQUEN-DOMENECH,HATO REY,PR,00918,40D1027523,laboratoriosborinquen.com,
LABORATORIO CLINICO LAUREL,BAYAMON,PR,00956,40D1024025,puertoricoindex.com,
CENTRO DIAGNOSTICO Y TRATAMIENTO DR CESAR,JUNCOS,PR,00777,40D1031706,infosaludpuertorico.com,
LABORATORIO CLINICO D MAES,PONCE,PR,00731,40D1023907,labdmaes.com.cutestat.com,
BCW PUERTO RICO,CATANO,PR,00962,40D1037837,bcwpuertorico.com,
LABORATORIO CLINICO GINARA,RIO PIEDRAS,PR,00924,40D1043613,puertoricoindex.com,
LABORATORIO CLINICO SAN CRISTOBAL,LAS PIEDRAS,PR,00771,40D1034702,lcscpr.com,
LABORATORIO CLINICO FABINAEL,AGUADILLA,PR,00603,40D1038041,laboratoriospr.com,
LAB CLINICO SAN ANTONIO INC,ANASCO,PR,00610,40D1045313,labsanantonio.com,
LABORATORIO CLINICO JIREH,TOA ALTA,PR,00953,40D1031776,misresultados.com,
LABORATORIO CLINICO LAS TUNAS INC,SABANA GRANDE,PR,00637,40D1046215,es.puertoricoindex.com,
LABORATORIO CLINICO OLYMPIC PLAZA,LAS PIEDRAS,PR,00771,40D1046214,pr.eldirectorio.co,
LABORATORIO  CLINICO Y BACTERIOLOGICO MONTEMAR,BARCELONETA,PR,00617,40D1046933,laboratoriomontemar.com,
LABORATORIO CLINICO LAS LOMAS,SAN GERMAN,PR,00683,40D1032744,laboratoriolaslomas.com,
LABORATORIO CLINICO FREYTES,LOIZA,PR,00772,40D1060233,puertoricoindex.com,
LABORATORIO CLINICO LOS PINOS,ARECIBO,PR,00612,40D1059872,lablospinos.com,
LABORATORIO CLINICO KARYNELL,AGUADA,PR,00602,40D1067605,superpagespr.com,
LABORATORIO CLINICO ESCRIBANO,ARECIBO,PR,00612,40D1065106,misresultados.com,
LABORATORIO CLINICO Y BACTERIOLOGICO DEL NORTE,HATILLO,PR,00659,40D1061914,puertoricoindex.com,
LABORATORIO CLINICO ROLON EL JUNCO,ARECIBO,PR,00612,40D1067611,waze.com,
LAB CLINICO BORINQUEN - CAGUAS RALPH,CAGUAS,PR,00725,40D1068825,laboratoriosborinquen.com,
LABORATORIO CLINICO Y BACTERIOLOGICO GLADYAN,YABUCOA,PR,00767,40D1070598,laboratoriogladyan.com,
LABORATORIO CLINICO LLANADAS,BARCELONETA,PR,00617,40D1071152,vitadox.com,
LABORATORIO CLINICO VILLA  ANA CAGUAS III,CAGUAS,PR,00725,40D1068774,laboratoriovillaana.com,
LABORATORIO CLINICO BORINQUEN LOS PRADOS,CAGUAS,PR,00726,40D1072090,laboratoriosborinquen.com,
LABORATORIO CLINICO CUBA,MOCA,PR,00676,40D1069513,puertoricoindex.com,
QUEST DIAGNOSTICS,MANATI,PR,00674,40D1047315,locations.questdiagnostics.com,
LABORATORIO CLINICO CONSTANCIA,HORMIGUEROS,PR,00660,40D1088497,premiummscpr.com,
LABORATORIO CLINICO AVANZADO EMMANUEL INC,MANATI,PR,00674,40D1090756,labemmanuel.com,
LABORATORIO CLINICO LORIMAR,AGUADA,PR,00602,40D1096293,,
LABORATORIO CLINICO EMANUEL INC,BARRANQUITAS,PR,00794,40D1067731,laboratorioemanuel.com,
PROFESSIONAL HOSPITAL GUAYNABO,GUAYNABO,PR,00969,40D1092624,professionalhospital.net,
LABORATORIO CLINICO VILLA ANA,CAGUAS,PR,00725,40D1094840,laboratoriovillaana.com,
LABORATORIO CLINICO MEDITECH,RIO GRANDE,PR,00721,40D1083892,laboratoriosmeditech.com,
LABORATORIO CLINICO JERUSALEN,MAYAGUEZ,PR,00680,40D1089465,puertoricocercademi.com,
LABORATORIO CLINICO IRIZARRY GUASCH,PONCE,PR,00780,40D1092622,milaboratoriopr.com,
LABORATORIO CLINICO IRIZARRY GUASCH MIRADERO,MAYAGUEZ,PR,00680,40D1095984,milaboratoriopr.com,
LABORATORIO CLINICO RIAZA,SAN JUAN,PR,00928,40D1095483,misresultados.com,
LABORATORIO CLINICO FERNANDEZ II,LARES,PR,00669,40D1098403,laboratoriofernandez.com,
LABORATORIO CLINICO DEL ATLANTICO,ARECIBO,PR,00612,40D1099014,misresultados.com,
LABORATORIO CLINICO MARIELYS INC,BAYAMON,PR,00956,40D1102757,,
LABORATORIO CLINICO IRIZARRY GUASCH,AGUADILLA,PR,00603,40D1102307,milaboratoriopr.com,
LABORATORIO CLINICO METROPOLIS,CAROLINA,PR,00987,40D1102872,laboratoriometropolis.com,
LABORATORIO CLINICO PONCENO,PONCE,PR,00730,40D1088498,labclinicoponceno.com,
LABORATORIO CLINICO MARBELLA,VEGA BAJA,PR,00693,40D1100145,misresultados.com,
ATLANTIC PATHOLOGY,MANATI,PR,00674,40D1106521,atlanticpathology.com,
LABORATORIO CLINICO EMANUEL,DORADO,PR,00646,40D1106035,laboratorioemanuel.com,
LABORATORIO CLINICO BORINQUEN - DORADO,DORADO,PR,00646,40D1107161,laboratoriosborinquen.com,
LABORATORIO CLINICO BARRAZAS,CAROLINA,PR,00985,40D2000937,laboratoriobarrazas2.com,
LABORATORIO CLINICO FIGUEROA,VEGA BAJA,PR,00693,40D2000974,npiindex.com,
LABORATORIO CLINICO MEDIA LUNA,TOA BAJA,PR,00951,40D1107086,vitadox.com,
LABORATORIO CLINICO ESCRIBANO,SABANA HOYOS,PR,00688,40D2003455,misresultados.com,
LABORATORIO CLINICO ALONDRA,VEGA ALTA,PR,00692,40D2003351,superpagespr.com,
LABORATORIO CLINICO Y BACTERIOLOGICO GENESIS II,PATILLAS,PR,00723,40D2009736,labgenesispr.com,
"HEALTHCARE AMBULATORY SERVICES, INC",CAGUAS,PR,00725,40D2024079,puerto-rico.worldplaces.me,
LABORATORIO CLINICO BACTERIOLOGICO SAN ANTONIO II,AGUADILLA,PR,00603,40D2015273,vitadox.com,
LABORATORIO CLINICO EASTERN VALLEY,FAJARDO,PR,00738,40D2017180,misresultados.com,
LABORATORIO CLINICO BORINQUEN-MANATI,MANATI,PR,00674,40D2017474,laboratoriosborinquen.com,
LABORATORIO CLINICO BORINQUEN-ITURREGUI PLAZA,SAN JUAN,PR,00925,40D2024597,laboratoriosborinquen.com,
LABORATORIO CLINICO DEL TOA,TOA ALTA,PR,00953,40D2027375,labdeltoa.com,
LABORATORIO CLINICO PASEO DEL SUR,PONCE,PR,00731,40D2026069,npidashboard.com,
LABORATORIO CLINICO BIO MAS,BAYAMON,PR,00959,40D2003981,biomaspr.com,
LABORATORIO CLINICO LA VICTORIA,SAN SEBASTIAN,PR,00685,40D2026774,cybo.com,
LABORATORIO CLINICO GENETIC SCIENCE LABORATORY,GUAYNABO,PR,00969,40D2002884,npiindex.com,
LABORATORIO CLINICO CARIBE,MOCA,PR,00676,40D2031886,vitadox.com,
LABORATORIO CLINICO ESCENICO,ARECIBO,PR,00612,40D2040079,pr.eldirectorio.co,
LABORATORIO CLINICO MED-LAB,SAN SEBASTIAN,PR,00685,40D2053249,laboratorioclinico-medlab.com,
LABORATORIO CLINICO TIAGO,COROZAL,PR,00783,40D2037156,laboratorioclinicocorozalpr.com,
LABORATORIO CLINICO PARQUE ESCORIAL,SAN JUAN,PR,00928,40D2041973,labsclinicospr.com,
LABORATORIO CLINICO DOCTOR CENTER CUBUY,CANOVANAS,PR,00729,40D2046807,doctorcenterlab.com,
LABORATORIO CLINICO ROLON,ARECIBO,PR,00612,40D2047660,vitadox.com,
LABORATORIO CLINICO MARTIN,BAYAMON,PR,00959,40D2056342,labmartin.com,
QUEST DIAGNOSTICS LAB DE ANALISIS CLINICO,BAYAMON,PR,00960,40D2035090,questdiagnostics.com,
LABORATORIO TERESITA,CAGUAS,PR,00725,40D2050597,laboratorioteresita.com,
LABORATORIO CLINICO BULEVAR,COAMO,PR,00769,40D2030974,labclcoamo.com,
"LABORATORIO CIMA CAMINO NUEVO, INC",YABUCOA,PR,00767,40D2047664,labcima.com,
LABORATORIO CLINICO TRIXYMAR PLAZA DEL MAR,HUMACAO,PR,00791,40D2050600,labtrixymar.com,
LABORATORIO CLINICO ISLA CENTRO TOA ALTA,TOA ALTA,PR,00953,40D2027377,islacentro.wixsite.com,
LABORATORIO CLINICO BONET HERNANDEZ,BARCELONETA,PR,00617,40D2052963,saludmedica.com,
LABORATORIO CLINICO FERNANDEZ 1,LARES,PR,00669,40D2031235,saludmedica.com,
LABORATORIO CLINICO LA MONSERRATE,MAYAGUEZ,PR,00680,40D2054127,laboratoriolamonserratepr.com,
LABORATORIO CLINICO LA MORENITA,BAYAMON,PR,00959,40D2058420,puerto-rico.worldplaces.me,
LABORATORIO CLINICO CAIMITO,SAN JUAN,PR,00926,40D2048021,waze.com,
LABORATORIO CLINICO YENIMARIS,CAROLINA,PR,00985,40D2053476,labclinicoyenimaris.com,
LABORATORIO CLINICO PLAZA CAPARRA,GUAYNABO,PR,00966,40D2058614,labplazacaparra.com,
LABORATORIO CLINICO BORINQUEN-WINSTON CHURCHILL,SAN JUAN,PR,00926,40D2061231,laboratoriosborinquen.com,
LABORATORIO CLINICO VILLA ANA III,JUNCOS,PR,00777,40D2062720,laboratoriovillaana.com,
LABORATORIO CLINICO SHADDAI,QUEBRADILLAS,PR,00678,40D2059616,vitadox.com,
LABORATORIO CLINICO ISLAMAR,ARROYO,PR,00714,40D2065068,,
LABORATORIO CLINICO IRIZARRY GUASCH,CABO ROJO,PR,00623,40D2066872,milaboratoriopr.com,
LABORATORIO CLINICO TERESITA,BAYAMON,PR,00961,40D2077572,laboratorioteresita.com,
"PRYMED MEDICAL CARE, INC",VEGA BAJA,PR,00693,40D2086085,prymed.org,
EXPRESS CLINICAL LAB,GUAYAMA,PR,00784,40D2112768,misresultados.com,
LABORATORIO CLINICO PRINCIPAL CAPARRA,GUAYNABO,PR,00966,40D2089662,labprincipal.com,
LABORATORIO CLINICO HATO,SAN LORENZO,PR,00754,40D2116083,misresultados.com,
LABORATORIO CLINICO BORINQUEN-ALEJANDRINO,SAN JUAN,PR,00928,40D2088055,laboratoriosborinquen.com,
LABORATORIO CLINICO BORINQUEN -GURABO PRADERAS,GURABO,PR,00778,40D2095191,laboratoriosborinquen.com,
LABORATORIO CLINICO SUNRISE BAY,CAROLINA,PR,00979,40D2093061,premiummscpr.com,
LABORATORIO CLINICO PUNTA DIAMANTE,PONCE,PR,00728,40D2126786,puertoricocercademi.com,
CDT-CENTRO SAN CRISTOBAL,SANTA ISABEL,PR,00757,40D2108889,centrossancristobal.com,
LABORATORIO CLINICO PERLA DEL PLATA,COMERIO,PR,00782,40D2116085,,
LABORATORIO CLINICO PROFESIONAL EMANUEL-RIO CANAS,JUANA DIAZ,PR,00795,40D2126789,labclinprofemanuel.com,
HIGH PROFILE LABORATORY MARAMAR,GUAYNABO,PR,00968,40D2096148,highprofilelab.com,
"LABORATORIO CLINICO PLAZA PALACIOS, INC",TOA ALTA,PR,00953,40D2097128,labplazapalacios.com,
METRO PAVIA CLINIC - AGUADILLA,AGUADILLA,PR,00603,40D2126577,metropaviaclinic.com,
LABORATORIO CLINICO VILLA ANA AGUAS BUENAS II,AGUAS BUENAS,PR,00703,40D2129969,laboratoriovillaana.com,
SANTURCE MEDICAL MALL CLINICAL LAB,SANTURCE,PR,00909,40D2133089,santurcemedicalmall.com,
LABORATORIO CLINICO TRIXYMAR JARDINES DE ARROYO,ARROYO,PR,00714,40D2167585,labtrixymar.com,
LABORATORIO CLINICO BIRRIEL,FAJARDO,PR,00738,40D2242391,laboratoriofajardo.com,
LABORATORIO CLINICO COLON,HUMACAO,PR,00791,40D2162863,laboratorioscolon.com,
LABORATORIO CLINICO LOS PUERTOS,DORADO,PR,00646,40D2123303,,
LABORATORIO POLICLINICA BELLA VISTA,MAYAGUEZ,PR,00682,40D2190383,pri.bizdirlib.com,
"LABORATORIO CLINICO IRIZARRY GUASCH, INC SABANA GR",SABANA GRANDE,PR,00637,40D2236715,milaboratoriopr.com,
LABORATORIO CLINICO TERESITA,DORADO,PR,00646,40D2236306,laboratorioteresita.com,
LABORATORIO CLINICO LORIMAR,SAN SEBASTIAN,PR,00685,40D2211053,opendi.com.pr,
LABORATORIO CLINICO  CIUDADELA,SAN JUAN,PR,00908,40D2215152,misresultados.com,
LABORATORIO CLINICO ELENA,PONCE,PR,00716,40D2228819,puertoricocercademi.com,
LABORATORIO CLINICO MARIE-E,BAYAMON,PR,00961,40D2241409,vivelopr.com,
CDT CENTRO MEDICO DIAGNOSTICO MUNOZ RIVERA,GUAYNABO,PR,00969,40D2238080,mmm-pr.com,
LABORATORIO CLINICO GALIZA,TOA ALTA,PR,00954,40D2245255,laboratoriogaliza.com,
LABORATORIO CLINICO VAZQUEZ,ARECIBO,PR,00612,40D2222528,,
LABORATORIO AMADOR LLC,CIALES,PR,00638,40D2257067,puertoricocercademi.com,
LABORATORIO CLINICO EBENEZER,GUAYANILLA,PR,00656,40D2217990,labclinicoebenezer.com,
LABORATORIO CLINICO CANEY,TRUJILLO ALTO,PR,00976,40D2259798,puertoricocercademi.com,
LABORATORIO CLINICO SALUD Y VIDA,VEGA BAJA,PR,00693,40D2283331,labsaludyvida.net,
LABORATORIO CLINICO LORANDRE,MANATI,PR,00674,40D2276624,,
DONATELLO CLINICAL LAB,BOQUERON,PR,00622,40D2285979,linktr.ee,
LABORATORIO CLINICO LA FE,JUANA DIAZ,PR,00795,40D2283645,npiindex.com,
LABORATORIO CLINICO BAYANEY,AGUADILLA,PR,00603,40D2285280,laboratorioomarys.com,
"HIGH PROFILE LABORATORY PONCE, LLC",PONCE,PR,00716,40D2281228,highprofilelab.com,
LABORATORIO CLINICO VEGA II,ARECIBO,PR,00612,40D2294358,labclinicovega.com,
CLINICA FAMILIAR DE LUQUILLO,LUQUILLO,PR,00773,40D2294367,concilioloiza.org,
LABORATORIO CLINICO DEL OESTE,AGUADILLA,PR,00603,40D2294364,laboratorioclinicodeloeste.com,
LABORATORIO CLINICO KIKITA,DORADO,PR,00646,40D2309564,,
PUERTO RICO PATHOLOGY LABORATORY,SAN JUAN,PR,00917,40D2288219,prpathology.com,
LABORATORIO CLINICO ORTIZ ROSADO LLC,SAN GERMAN,PR,00683,40D2313449,,
LABORATORIO CLINICO SAGRADA FAMILIA II,JUANA DIAZ,PR,00795,40D2314639,sagradafamilialaboratorio.com,
"CB LABORATORY, LLC",SAN JUAN,PR,00926,40D2298378,cblaboratory.my.canva.site,
LABORATORIO CLINICO MARINA,MOCA,PR,00676,40D2287572,puertoricocercademi.com,
PHP ELITE CARE CLINICAL  LAB,AGUADILLA,PR,00603,40D2325257,npiindex.com,
LABORATORIO CLINICO MOLECULAR RESTO,JUNCOS,PR,00777,40D2315972,laboratorioclinicoresto.com,
RHODE ISLAND STATE HEALTH LABORATORIES,PROVIDENCE,RI,02903,41D0709206,health.ri.gov,
LABORATORIO CLINICO EL YUNQUE,RIO GRANDE,PR,00745,40D2313452,,
LABORATORIO CLINICO BIENESTAR,ARECIBO,PR,00612,40D2329974,npiindex.com,
LABORATORIO CLINICO LOS PUERTOS - MAGNOLIA,BAYAMON,PR,00956,40D2303458,,
LABORATORIO CLINICO BORINQUEN-PLAZA PALMA REAL,HUMACAO,PR,00791,40D2324475,laboratoriosborinquen.com,
NORWOOD URGENT CARE,WALPOLE,MA,02032,41D1053364,norwoodurgentcare.com,
"BROWN DERMATOLOGY, INC",PROVIDENCE,RI,02903,41D0902996,brownderm.org,
LABCORP OF AMERICA HOLDINGS,NORTH CHARLESTON,SC,29405,42D0250796,locations.labcorp.com,
LABORATORO CLINICO BORIQNUEN- RIVER TOWN,BAYAMON,PR,00959,40D2328499,laboratoriosborinquen.com,
SC DPH PUBLIC HEALTH LABORATORY,COLUMBIA,SC,29223,42D0658606,dph.sc.gov,
LABORATORY CORPORATION OF AMERICA,WEST COLUMBIA,SC,29169,42D0249348,locations.labcorp.com,
SCDHEC MIDLANDS PUBLIC HEALTH REGION,COLUMBIA,SC,29204,42D0658577,dph.sc.gov,
SC DEPT OF PUBLIC HEALTH,FLORENCE,SC,29506,42D0251498,dph.sc.gov,
PRISMA HEALTH AMBULANCE SVC-MIDLANDS,COLUMBIA,SC,29203,42D2310272,prismahealth.org,
CSL PLASMA OF COLUMBIA,COLUMBIA,SC,29201,42D0862930,cslplasma.com,
UPSTATE PUBLIC HEALTH REGION,ANDERSON,SC,29625,42D0877753,achdonline.org,
CSL PLASMA INC,ROCK HILL,SC,29732,42D2080507,cslplasma.com,
CSL PLASMA INC,GREENVILLE,SC,29611,42D2053986,cslplasma.com,
LEXINGTON/RICHLAND ALCOHOL & DRUG ABUSE COUNCIL,COLUMBIA,SC,29203,42D1017083,lradac.org,
POLARIS SKIN DIAGNOSTICS,MYRTLE BEACH,SC,29572,42D2179374,polarisskindiagnostics.com,
PEE DEE PATHOLOGY-MYRTLE BEACH,MYRTLE BEACH,SC,29572,42D2065056,pdpathology.com,
LABORATORY CORPORATION OF AMERICA RAPID CITY,RAPID CITY,SD,57701,43D1034771,locations.labcorp.com,
SOUTH DAKOTA PUBLIC HEALTH LABORATORY,PIERRE,SD,57501,43D0658941,doh.sd.gov,
OMEGAQUANT ANALYTICS LLC,SIOUX FALLS,SD,57107,43D1105229,omegaquant.com,
SCSA DIAGNOSTICS INC,BROOKINGS,SD,57006,43D0975076,scsadiagnostics.com,
"CSL PLASMA, INC",KNOXVILLE,TN,37916,44D0312442,cslplasma.com,
"LABORATORY FOR KIDNEY PATHOLOGY, INC",NASHVILLE,TN,37203,44D0308047,kidneybiopsy.com,
STATE OF FRANKLIN HEALTHCARE,JOHNSON CITY,TN,37601,44D0310629,sofha.net,
