src_name,src_domain,src_clia,persona,apollo_id,contact_name,contact_first_name,contact_email,contact_title,contact_linkedin_url,contact_phone
QUEST DIAGNOSTICS LAB DE ANALISIS CLINICO,questdiagnostics.com,40D2035090,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
LABORATORIO CLINICO ROLON,vitadox.com,40D2047660,ceo_owner,66fb1dbd54ee700001e0603d,Philip Ku***i,Philip,(require direct fetch),Founder & President,,(require direct fetch)
LABORATORIO CLINICO CAIMITO,waze.com,40D2048021,ceo_owner,62a9ddbfb34d80000135a08b,Taghi Sh***w,Taghi,(require direct fetch),President,,(require direct fetch)
LABORATORIO CLINICO SHADDAI,vitadox.com,40D2059616,ceo_owner,66fb1dbd54ee700001e0603d,Philip Ku***i,Philip,(require direct fetch),Founder & President,,(require direct fetch)
CDT-CENTRO SAN CRISTOBAL,centrossancristobal.com,40D2108889,medical_director,66dd6c9d684abb00019e6ae5,Armando Al***o,Armando,(require direct fetch),Medical Director,,
METRO PAVIA CLINIC - AGUADILLA,metropaviaclinic.com,40D2126577,ceo_owner,6512b4a54f948d00010c4009,Keishla Da***a,Keishla,(require direct fetch),Vice President Operations,,(require direct fetch)
CDT CENTRO MEDICO DIAGNOSTICO MUNOZ RIVERA,mmm-pr.com,40D2238080,ceo_owner,6064ccb349a4550001ad3cd4,Ana Mi***o,Ana,(require direct fetch),Associate Vice President of Quality Management,,(require direct fetch)
DONATELLO CLINICAL LAB,linktr.ee,40D2285979,ceo_owner,66f70c5341f8570001f3565d,Nick Ch***n,Nick,(require direct fetch),Designer & Recovering Startup Founder | Product,,(require direct fetch)
PUERTO RICO PATHOLOGY LABORATORY,prpathology.com,40D2288219,ceo_owner,54abe9d87468692ca121c515,Wilma Vi***a,Wilma,(require direct fetch),Co-director/co-ownerowner; Clinical Pathology Services Director,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,42D0249348,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,42D0249348,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
LABCORP OF AMERICA HOLDINGS,locations.labcorp.com,42D0250796,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABCORP OF AMERICA HOLDINGS,locations.labcorp.com,42D0250796,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
SC DEPT OF PUBLIC HEALTH,dph.sc.gov,42D0251498,ceo_owner,645f27396349ce0001c4b637,Marc Qu***o,Marc,(require direct fetch),President for Human Resources,,
SCDHEC MIDLANDS PUBLIC HEALTH REGION,dph.sc.gov,42D0658577,ceo_owner,645f27396349ce0001c4b637,Marc Qu***o,Marc,(require direct fetch),President for Human Resources,,
SC DPH PUBLIC HEALTH LABORATORY,dph.sc.gov,42D0658606,ceo_owner,645f27396349ce0001c4b637,Marc Qu***o,Marc,(require direct fetch),President for Human Resources,,
CSL PLASMA OF COLUMBIA,cslplasma.com,42D0862930,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
LEXINGTON/RICHLAND ALCOHOL & DRUG ABUSE COUNCIL,lradac.org,42D1017083,ceo_owner,66f739ffe550440001b99b84,Reese Pa***r,Reese,(require direct fetch),Vice President of Clinical Services,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,42D2053986,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,42D2080507,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
PRISMA HEALTH AMBULANCE SVC-MIDLANDS,prismahealth.org,42D2310272,ceo_owner,664b029f5076190001429db9,Jon Jo***e,Jon,(require direct fetch),System Vice President Human Resource Operations and Shared Services,,(require direct fetch)
PRISMA HEALTH AMBULANCE SVC-MIDLANDS,prismahealth.org,42D2310272,medical_director,64d1314502f64100014eb248,John Er***n,John,(require direct fetch),"Prisma Enterprise Executive Medical Director, Medical Specialties",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA RAPID CITY,locations.labcorp.com,43D1034771,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA RAPID CITY,locations.labcorp.com,43D1034771,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
OMEGAQUANT ANALYTICS LLC,omegaquant.com,43D1105229,ceo_owner,66f57cfd66d64b0001728a37,Jason Po***s,Jason,(require direct fetch),CEO,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,44D0310207,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
STATE OF FRANKLIN HEALTHCARE,sofha.net,44D0310629,lab_director,6009732a3c1a2400012a2d35,Kevin Ma***h,Kevin,(require direct fetch),Director of Operations,,(require direct fetch)
STATE OF FRANKLIN HEALTHCARE,sofha.net,44D0310629,medical_director,66fd84dca5c8530001c88349,Kent Wr***t,Kent,(require direct fetch),Medical Director,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,44D0312442,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"CONSOLIDATED NUCLEAR SECURITY, LLC",cns-llc.us,44D0667228,ceo_owner,54a475bc7468693442323b49,Reed Mu***s,Reed,(require direct fetch),Vice President of Mission Execution,,(require direct fetch)
WEST TENNESSEE REGIONAL BLOOD CENTER,lifelinebloodserv.org,44D0668111,ceo_owner,54ec3f997468694311ddeb6e,Joe Sc***o,Joe,(require direct fetch),CEO,,(require direct fetch)
WEST TENNESSEE REGIONAL BLOOD CENTER,lifelinebloodserv.org,44D0668111,lab_director,54a2f6ed7468693a7ed37f4a,Latrina Mo***n,Latrina,(require direct fetch),Director of Operations,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,44D0670222,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
MEHARRY SICKLE CELL CENTER LABORATORY,home.mmc.edu,44D0859560,ceo_owner,54a563827468692cf0771294,Daniel Da***s,Daniel,(require direct fetch),"Senior Vice President, Global Health & Founding Dean",,(require direct fetch)
MEHARRY SICKLE CELL CENTER LABORATORY,home.mmc.edu,44D0859560,lab_director,55cc1f1ff3e5bb0741006f50,Tammi La***r,Tammi,(require direct fetch),Director of Operations and Compliance,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,44D0868530,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"ADVANCED BREATH DIAGNOSTICS, LLC",cairndiagnostics.com,44D0940011,ceo_owner,66f489918525ed000143c4ab,Kerry Bu***h,Kerry,(require direct fetch),President and COO,,(require direct fetch)
"ADVANCED BREATH DIAGNOSTICS, LLC",cairndiagnostics.com,44D0940011,lab_director,5b19e57fa6da98e0cdc7f62f,Tyler Hi***l,Tyler,(require direct fetch),Director of Operations,,(require direct fetch)
UNIVERSITY OF TENNESSEE COLLEGE OF DENTISTRY,uthsc.edu,44D0976823,ceo_owner,6038e41f2cc0500001f1b079,William No***k,William,(require direct fetch),"Paul Nemir Endowed Professor of International Child Health and Surgery, Uthsc, and CEO, GCA",,(require direct fetch)
UNIVERSITY OF TENNESSEE COLLEGE OF DENTISTRY,uthsc.edu,44D0976823,lab_director,5fae69522f5d73000104d810,Darnecia Ga***r,Darnecia,(require direct fetch),Director of Operations,,(require direct fetch)
UNIVERSITY OF TENNESSEE COLLEGE OF DENTISTRY,uthsc.edu,44D0976823,medical_director,54a417697468693442d6ca2b,Cynthia Cr***s,Cynthia,(require direct fetch),Medical Director Pediatric Hospitalist Program,,(require direct fetch)
CREATIVE TESTING SOLUTIONS,mycts.org,44D1022793,ceo_owner,5ad6473aa6da98686086741b,Lisa Cr***d,Lisa,(require direct fetch),"Associate Vice President, Plasma Testing Labs",,(require direct fetch)
CREATIVE TESTING SOLUTIONS,mycts.org,44D1022793,lab_director,610e0e2e714f4300013e841f,Audrey Lo***e,Audrey,(require direct fetch),Director of Operations- Creative Testing Solutions - Charlotte,,(require direct fetch)
MOUNTAIN STATES HEALTH ALLIANCE,balladhealth.org,44D1105273,ceo_owner,6398127f02f9b40001b00e19,Eric De***n,Eric,(require direct fetch),Executive Vice President / Chief Operating Officer,,(require direct fetch)
MOUNTAIN STATES HEALTH ALLIANCE,balladhealth.org,44D1105273,medical_director,67ad8526dcf0c600015e95b9,Landon Co***s,Landon,(require direct fetch),"Clinical Informaticist, Epic Physician Builder/Ambulatory Epic Medical Director",,(require direct fetch)
"JACKSON CLINIC, PA - INNOVATION PARK, THE",jacksonclinic.com,44D2025887,medical_director,605069c641cf5e0001e54ca3,Stephen Cw***p,Stephen,(require direct fetch),Medical Director,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,44D2036555,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"DIAGNOSTIC PATHOLOGY SERVICES, PC",diagnosticpathologyservices.com,44D2055320,ceo_owner,54a7317a74686975f8cd071e,Sanford Sh***p,Sanford,(require direct fetch),President,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,44D2134990,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,44D2134990,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,44D2137534,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,44D2137534,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,44D2144395,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,44D2144395,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,44D2153232,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,44D2153232,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
DAXOR CORPORATION,daxor.com,44D2159185,ceo_owner,66f6fc8bb8db430001f258ff,Linda Co***r,Linda,(require direct fetch),Vice President Development & Operations,,(require direct fetch)
"NEW DAY DIAGNOSTICS, LLC",newdaydiagnostics.com,44D2184836,ceo_owner,66f6eb8e6ff7440001b24a90,Eric Ma***r,Eric,(require direct fetch),President and CEO,,(require direct fetch)
ACCUPATH DIAGNOSTIC LABORATORIES INC,acupath.com,44D2216543,lab_director,54a6f9ec7468696220b4a809,Robin Mc***r,Robin,(require direct fetch),Director of Operations,,(require direct fetch)
VANDERBILT DERMATOPATHOLOGY,vanderbilthealth.com,44D2280179,ceo_owner,66f5d8f16ad8ad00012af023,Jamie Ph***s,Jamie,(require direct fetch),President,,(require direct fetch)
VANDERBILT DERMATOPATHOLOGY,vanderbilthealth.com,44D2280179,lab_director,54a32c987468693825a3005a,Edwina Mc***n,Edwina,(require direct fetch),Director of Operations (STAR Clinical Research Network),,(require direct fetch)
VANDERBILT DERMATOPATHOLOGY,vanderbilthealth.com,44D2280179,medical_director,6273c0b4f49e1b00011382f4,Shravani Du***a,Shravani,(require direct fetch),"Associate Professor & Medical Director, Comprehensive Pain Service",,(require direct fetch)
CHRONETYX LLC,chronetyx.com,44D2293926,ceo_owner,5fad238c021c72000127db8f,Tim Ho***e,Tim,(require direct fetch),Managing Director / President,,(require direct fetch)
"ASSOCIATED PATHOLOGISTS, LLC DBA PATHGROUP (KIP)",pathgroup.com,44D2309613,ceo_owner,54c21b267468691639e58479,Pranil Ch***a,Pranil,(require direct fetch),Senior Vice President and Chief Genomics Officer,,(require direct fetch)
"ASSOCIATED PATHOLOGISTS, LLC DBA PATHGROUP (KIP)",pathgroup.com,44D2309613,medical_director,66f6a9d7a3fccf0001e5194f,Kathryn Kn***t,Kathryn,(require direct fetch),Medical Director Women's Health Services / Cytopathology,,(require direct fetch)
AMERIPATH LUBBOCK 501(A),ameripath.com,45D0484493,ceo_owner,54a61e507468693209849fc3,Paul Ak***s,Paul,(require direct fetch),President,,(require direct fetch)
AMERIPATH LUBBOCK 501(A),ameripath.com,45D0484493,lab_director,54a7967a746869730ae75e43,Marcie Al***i,Marcie,(require direct fetch),Director of Operations,,(require direct fetch)
AMERIPATH LUBBOCK 501(A),ameripath.com,45D0484493,medical_director,66faee7b0034d5000138cd6c,Anuradha Ra***n,Anuradha,(require direct fetch),"AP Regional Medical Director, SouthEast-North",,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,45D0485689,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
TEXAS A&M ORAL PATHOLOGY SERVICES,dentistry.tamu.edu,45D0659611,ceo_owner,6112ac40b3653000014fd7f6,Ethan Br***n,Ethan,(require direct fetch),"Vice President, Chief Marketing and Communications Officer",,(require direct fetch)
CSL PLASMA INC,cslplasma.com,45D0669924,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,45D0670035,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,45D0672155,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
LABCORP,labcorp.com,45D0674994,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABCORP,labcorp.com,45D0674994,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
SPECTRACELL LABORATORIES INC,spectracell.com,45D0710715,ceo_owner,677197bdeb49af0001818836,Yan Ma***r,Yan,(require direct fetch),CEO and Board Member,,
CSL PLASMA INC,cslplasma.com,45D0862927,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
CITY OF LAREDO HEALTH DEPARTMENT,cityoflaredo.com,45D0892806,lab_director,6690a85c6ac94d00018d321a,Michael Bl***e,Michael,(require direct fetch),Director of Operations - Buena Vista Sports Complex,,
BIOLIFE PLASMA SERVICES,biolifeplasma.com,45D0893092,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES,biolifeplasma.com,45D0893092,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
AMERIPATH AT BAYLOR SURGICARE AT NORTH DALLAS,ameripath.com,45D0934652,ceo_owner,54a61e507468693209849fc3,Paul Ak***s,Paul,(require direct fetch),President,,(require direct fetch)
AMERIPATH AT BAYLOR SURGICARE AT NORTH DALLAS,ameripath.com,45D0934652,lab_director,54a7967a746869730ae75e43,Marcie Al***i,Marcie,(require direct fetch),Director of Operations,,(require direct fetch)
AMERIPATH AT BAYLOR SURGICARE AT NORTH DALLAS,ameripath.com,45D0934652,medical_director,66faee7b0034d5000138cd6c,Anuradha Ra***n,Anuradha,(require direct fetch),"AP Regional Medical Director, SouthEast-North",,(require direct fetch)
C G LABORATORIES INC,cg-labs.com,45D0954953,ceo_owner,54a9458974686933998b2610,Rusty Cr***m,Rusty,(require direct fetch),Chief Executive Officer & President,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,45D0955169,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,45D0955169,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
PROPATH SERVICES LLC,propath.com,45D0959387,ceo_owner,66a46ce948695a0001a5f671,Faiz Si***i,Faiz,(require direct fetch),Director & CEO,,
PROPATH SERVICES,propath.com,45D0959391,ceo_owner,66a46ce948695a0001a5f671,Faiz Si***i,Faiz,(require direct fetch),Director & CEO,,
MATTISON PATHOLOGY,averodx.com,45D1015603,ceo_owner,5bdbceb6f3e5bb43bdd69a54,Wayne Ri***r,Wayne,(require direct fetch),Vice President,,(require direct fetch)
WESTLAKE DERMATOLOGY AND COSMETIC SURGERY,westlakedermatology.com,45D1037562,ceo_owner,54a7499d746869730ac78b26,Tony Sp***o,Tony,(require direct fetch),President,,(require direct fetch)
AMERIPATH AT CARROLLTON REGIONAL MEDICAL,ameripath.com,45D1093524,ceo_owner,54a61e507468693209849fc3,Paul Ak***s,Paul,(require direct fetch),President,,(require direct fetch)
AMERIPATH AT CARROLLTON REGIONAL MEDICAL,ameripath.com,45D1093524,lab_director,54a7967a746869730ae75e43,Marcie Al***i,Marcie,(require direct fetch),Director of Operations,,(require direct fetch)
AMERIPATH AT CARROLLTON REGIONAL MEDICAL,ameripath.com,45D1093524,medical_director,66faee7b0034d5000138cd6c,Anuradha Ra***n,Anuradha,(require direct fetch),"AP Regional Medical Director, SouthEast-North",,(require direct fetch)
"PROPATH ASSOCIATES, PLLC",propath.com,45D1100300,ceo_owner,66a46ce948695a0001a5f671,Faiz Si***i,Faiz,(require direct fetch),Director & CEO,,
UT PHYSICIANS-BELLAIRE DERMPATH LAB,utphysicians.com,45D2000791,medical_director,5e75db2392e90a000129b7ab,Abhilash Du***m,Abhilash,(require direct fetch),UT Obgyn Hospitalist Medical Director,,(require direct fetch)
